"idhod","hodnota","stapro_kod","ekakocd_cis","ekakocd_kod","pvdom_cis","pvdom_kod","rok","uzemi_cis","uzemi_kod","stapro_txt","ekakocd_txt","pvdom_txt"
"1433386371","4868","6008","221","4","214","13","2018","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Zdravotní a sociální pojištění"
"1433369486","110347","6008","221","4",,,"2018","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní",
"1433382464","3240","6008","220","14","214","12","2018","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Daň z příjmů fyzických osob"
"1433388074","386","6008","221","4","213","19","2018","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Bonus daňového zvýhodnění na děti"
"1433383960","24583","6008","221","6","214","13","2018","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Zdravotní a sociální pojištění"
"1433389600","331","6008","221","6","213","19","2018","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Bonus daňového zvýhodnění na děti"
"1433377288","174735","6008","220","14",,,"2018","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci",
"1433380021","2844","6008","221","11","214","13","2018","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Zdravotní a sociální pojištění"
"1433376406","121659","6008","221","11",,,"2018","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti",
"1433380035","6875","6008","221","5","214","13","2018","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Zdravotní a sociální pojištění"
"1433383465","658","6008","221","5","213","19","2018","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Bonus daňového zvýhodnění na děti"
"1433369082","254918","6008","221","6",,,"2018","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci",
"1433386768","318","6008",,,"213","19","2018","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Bonus daňového zvýhodnění na děti"
"1433378977","276480","6008","221","6",,,"2019","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci",
"1433384763","2789","6008","220","14","214","13","2019","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Zdravotní a sociální pojištění"
"1433381183","259","6008","221","11","213","19","2019","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Bonus daňového zvýhodnění na děti"
"1433387535","272","6008",,,"213","19","2019","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Bonus daňového zvýhodnění na děti"
"1433377878","127509","6008","221","11",,,"2019","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti",
"1433388680","31267","6008","221","6","214","12","2019","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Daň z příjmů fyzických osob"
"1433380425","44","6008","220","14","213","19","2019","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Bonus daňového zvýhodnění na děti"
"1433378577","278026","6008","221","5",,,"2019","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní",
"1433380853","24287","6008",,,"214","12","2019","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Daň z příjmů fyzických osob"
"1433387924","4209","6008","221","11","214","12","2019","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Daň z příjmů fyzických osob"
"1433390997","17245","6008",,,"214","13","2019","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Zdravotní a sociální pojištění"
"1433374797","99698","6008","221","4",,,"2019","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní",
"1433381599","7458","6008","221","5","214","13","2019","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Zdravotní a sociální pojištění"
"1433386373","4197","6008","221","4","214","13","2019","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Zdravotní a sociální pojištění"
"1433386383","2842","6008","221","4","214","12","2019","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Daň z příjmů fyzických osob"
"1433386390","34042","6008","221","5","214","12","2019","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Daň z příjmů fyzických osob"
"1433388076","694","6008","221","4","213","19","2019","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Bonus daňového zvýhodnění na děti"
"1433378293","251012","6008",,,,,"2019","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem",
"1433383962","26516","6008","221","6","214","13","2019","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Zdravotní a sociální pojištění"
"1433389602","264","6008","221","6","213","19","2019","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Bonus daňového zvýhodnění na děti"
"1433372801","188338","6008","220","14",,,"2019","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci",
"1433380023","3236","6008","221","11","214","13","2019","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Zdravotní a sociální pojištění"
"1433383467","606","6008","221","5","213","19","2019","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Bonus daňového zvýhodnění na děti"
"1433385696","3528","6008","220","14","214","12","2019","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Daň z příjmů fyzických osob"
"1433369890","215669","6008",,,,,"2017","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem",
"1433384759","2421","6008","220","14","214","13","2017","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Zdravotní a sociální pojištění"
"1433384791","4282","6008","221","4","214","13","2017","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Zdravotní a sociální pojištění"
"1433382596","393","6008","221","4","213","19","2017","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Bonus daňového zvýhodnění na děti"
"1433372479","235250","6008","221","5",,,"2017","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní",
"1433374199","166369","6008","220","14",,,"2017","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci",
"1433383444","864","6008","221","5","213","19","2017","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Bonus daňového zvýhodnění na děti"
"1433373365","107863","6008","221","11",,,"2017","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti",
"1433380903","3064","6008","221","4","214","12","2017","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Daň z příjmů fyzických osob"
"1433381159","214","6008","221","11","213","19","2017","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Bonus daňového zvýhodnění na děti"
"1433380403","38","6008","220","14","213","19","2017","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Bonus daňového zvýhodnění na děti"
"1433380849","18892","6008",,,"214","12","2017","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Daň z příjmů fyzických osob"
"1433385789","375","6008",,,"213","19","2017","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Bonus daňového zvýhodnění na děti"
"1433383140","3626","6008","221","11","214","12","2017","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Daň z příjmů fyzických osob"
"1433388801","26431","6008","221","5","214","12","2017","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Daň z příjmů fyzických osob"
"1433385521","14709","6008",,,"214","13","2017","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Zdravotní a sociální pojištění"
"1433382462","2953","6008","220","14","214","12","2017","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Daň z příjmů fyzických osob"
"1433380044","24557","6008","221","6","214","12","2017","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Daň z příjmů fyzických osob"
"1433383958","22849","6008","221","6","214","13","2017","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Zdravotní a sociální pojištění"
"1433391793","1748","6008","221","11","214","13","2017","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Zdravotní a sociální pojištění"
"1433389598","386","6008","221","6","213","19","2017","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Bonus daňového zvýhodnění na děti"
"1433380033","6369","6008","221","5","214","13","2017","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Zdravotní a sociální pojištění"
"1433370975","99261","6008","221","4",,,"2017","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní",
"1433369080","238410","6008","221","6",,,"2017","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci",
"1433381185","163","6008","221","11","213","19","2020","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Bonus daňového zvýhodnění na děti"
"1433387537","244","6008",,,"213","19","2020","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Bonus daňového zvýhodnění na děti"
"1433377880","122913","6008","221","11",,,"2020","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti",
"1433380427","48","6008","220","14","213","19","2020","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Bonus daňového zvýhodnění na děti"
"1433380432","551","6008","221","5","213","19","2020","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Bonus daňového zvýhodnění na děti"
"1433378579","297573","6008","221","5",,,"2020","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní",
"1433387926","3360","6008","221","11","214","12","2020","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Daň z příjmů fyzických osob"
"1433390999","17677","6008",,,"214","13","2020","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Zdravotní a sociální pojištění"
"1433374799","104388","6008","221","4",,,"2020","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní",
"1433380259","98","6008","221","4","213","19","2020","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Bonus daňového zvýhodnění na děti"
"1433380827","25740","6008",,,"214","12","2020","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Daň z příjmů fyzických osob"
"1433381601","7939","6008","221","5","214","13","2020","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Zdravotní a sociální pojištění"
"1433389438","33081","6008","221","6","214","12","2020","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Daň z příjmů fyzických osob"
"1433386375","3721","6008","221","4","214","13","2020","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Zdravotní a sociální pojištění"
"1433386385","3331","6008","221","4","214","12","2020","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Daň z příjmů fyzických osob"
"1433386392","37946","6008","221","5","214","12","2020","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Daň z příjmů fyzických osob"
"1433381608","2515","6008","221","11","214","13","2020","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Zdravotní a sociální pojištění"
"1433378295","263279","6008",,,,,"2020","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem",
"1433368333","287768","6008","221","6",,,"2020","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci",
"1433386340","3067","6008","220","14","214","13","2020","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Zdravotní a sociální pojištění"
"1433372803","206205","6008","220","14",,,"2020","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci",
"1433390241","27469","6008","221","6","214","13","2020","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Zdravotní a sociální pojištění"
"1433382615","251","6008","221","6","213","19","2020","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Bonus daňového zvýhodnění na děti"
"1433385698","3968","6008","220","14","214","12","2020","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Daň z příjmů fyzických osob"
"1433373443","213966","6008","220","14",,,"2021","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci",
"1433391757","18645","6008",,,"214","13","2021","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Zdravotní a sociální pojištění"
"1433381537","21275","6008","221","6","214","12","2021","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Daň z příjmů fyzických osob"
"1433387539","554","6008",,,"213","19","2021","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Bonus daňového zvýhodnění na děti"
"1433388873","687","6008","221","6","213","19","2021","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Bonus daňového zvýhodnění na děti"
"1433377882","125081","6008","221","11",,,"2021","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti",
"1433385588","2461","6008","221","11","214","13","2021","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Zdravotní a sociální pojištění"
"1433380434","738","6008","221","5","213","19","2021","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Bonus daňového zvýhodnění na děti"
"1433378581","304180","6008","221","5",,,"2021","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní",
"1433391829","5765","6008","221","4","214","13","2021","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Zdravotní a sociální pojištění"
"1433384227","226","6008","221","11","213","19","2021","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Bonus daňového zvýhodnění na děti"
"1433374801","119614","6008","221","4",,,"2021","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní",
"1433380261","823","6008","221","4","213","19","2021","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Bonus daňového zvýhodnění na děti"
"1433389441","18078","6008",,,"214","12","2021","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Daň z příjmů fyzických osob"
"1433386387","3047","6008","221","4","214","12","2021","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Daň z příjmů fyzických osob"
"1433387197","33333","6008","221","5","214","12","2021","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Daň z příjmů fyzických osob"
"1433389463","3032","6008","221","11","214","12","2021","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Daň z příjmů fyzických osob"
"1433378297","277329","6008",,,,,"2021","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem",
"1433368335","305888","6008","221","6",,,"2021","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci",
"1433391787","2956","6008","220","14","214","13","2021","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Zdravotní a sociální pojištění"
"1433386342","7791","6008","221","5","214","13","2021","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Zdravotní a sociální pojištění"
"1433390243","29064","6008","221","6","214","13","2021","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Zdravotní a sociální pojištění"
"1433383470","103","6008","220","14","213","19","2021","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Bonus daňového zvýhodnění na děti"
"1433385700","2446","6008","220","14","214","12","2021","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Daň z příjmů fyzických osob"
"1441283380","2208","6008","221","4","214","13","2023","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Zdravotní a sociální pojištění"
"1441283381","1962","6008","221","4","214","12","2023","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Daň z příjmů fyzických osob"
"1441283382","213","6008","221","4","213","19","2023","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Bonus daňového zvýhodnění na děti"
"1441283383","129746","6008","221","11",,,"2023","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti",
"1441283384","543","6008","221","11","214","13","2023","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Zdravotní a sociální pojištění"
"1441283385","1376","6008","221","11","214","12","2023","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Daň z příjmů fyzických osob"
"1441283328","319822","6008",,,,,"2023","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem",
"1441283329","20740","6008",,,"214","13","2023","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Zdravotní a sociální pojištění"
"1441283330","20913","6008",,,"214","12","2023","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Daň z příjmů fyzických osob"
"1441283331","505","6008",,,"213","19","2023","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Bonus daňového zvýhodnění na děti"
"1441283332","341350","6008","221","6",,,"2023","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci",
"1441283333","31468","6008","221","6","214","13","2023","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Zdravotní a sociální pojištění"
"1441283334","23631","6008","221","6","214","12","2023","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Daň z příjmů fyzických osob"
"1441283335","703","6008","221","6","213","19","2023","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Bonus daňového zvýhodnění na děti"
"1441283371","358853","6008","221","5",,,"2023","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní",
"1441283372","6768","6008","221","5","214","13","2023","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Zdravotní a sociální pojištění"
"1441283373","41867","6008","221","5","214","12","2023","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Daň z příjmů fyzických osob"
"1441283374","376","6008","221","5","213","19","2023","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Bonus daňového zvýhodnění na děti"
"1441283375","260682","6008","220","14",,,"2023","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci",
"1441283376","1580","6008","220","14","214","13","2023","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Zdravotní a sociální pojištění"
"1441283377","1284","6008","220","14","214","12","2023","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Daň z příjmů fyzických osob"
"1441283378","64","6008","220","14","213","19","2023","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Bonus daňového zvýhodnění na děti"
"1441283379","105570","6008","221","4",,,"2023","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní",
"1433369060","319229","6008","221","6",,,"2022","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci",
"1433391759","19749","6008",,,"214","13","2022","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Zdravotní a sociální pojištění"
"1433390179","19059","6008",,,"214","12","2022","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Daň z příjmů fyzických osob"
"1433379756","298077","6008",,,,,"2022","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem",
"1433391071","2462","6008","221","4","214","12","2022","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Daň z příjmů fyzických osob"
"1433388875","790","6008","221","6","213","19","2022","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Bonus daňového zvýhodnění na děti"
"1433384925","293","6008","221","11","213","19","2022","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Bonus daňového zvýhodnění na děti"
"1433367875","350875","6008","221","5",,,"2022","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní",
"1433380395","581","6008",,,"213","19","2022","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Bonus daňového zvýhodnění na děti"
"1433385590","659","6008","221","11","214","13","2022","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Zdravotní a sociální pojištění"
"1433380448","27","6008","220","14","213","19","2022","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Bonus daňového zvýhodnění na děti"
"1433381823","928","6008","220","14","214","12","2022","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Daň z příjmů fyzických osob"
"1433379342","102600","6008","221","4",,,"2022","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní",
"1433385704","86","6008","221","4","213","19","2022","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Bonus daňového zvýhodnění na děti"
"1433380060","2787","6008","221","4","214","13","2022","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Zdravotní a sociální pojištění"
"1433391789","960","6008","220","14","214","13","2022","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Zdravotní a sociální pojištění"
"1433387146","6725","6008","221","5","214","13","2022","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Zdravotní a sociální pojištění"
"1433381539","20987","6008","221","6","214","12","2022","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Daň z příjmů fyzických osob"
"1433381568","1227","6008","221","11","214","12","2022","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Daň z příjmů fyzických osob"
"1433390245","29716","6008","221","6","214","13","2022","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Zdravotní a sociální pojištění"
"1433377324","226022","6008","220","14",,,"2022","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci",
"1433383489","550","6008","221","5","213","19","2022","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Bonus daňového zvýhodnění na děti"
"1433368184","113021","6008","221","11",,,"2022","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti",
"1433385702","40799","6008","221","5","214","12","2022","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Daň z příjmů fyzických osob"
"1433377064","164332","6016","221","5",,,"2010","97","19","Průměrné čisté příjmy domácností","Samostatně činní",
"1433368733","78994","6016","221","4",,,"2010","97","19","Průměrné čisté příjmy domácností","Nezaměstnaní",
"1433374055","136742","6016","220","14",,,"2010","97","19","Průměrné čisté příjmy domácností","Důchodci",
"1433377542","157154","6016","221","6",,,"2010","97","19","Průměrné čisté příjmy domácností","Zaměstnanci",
"1433371144","88917","6016","221","11",,,"2010","97","19","Průměrné čisté příjmy domácností","Ostatní domácnosti",
"1433378271","149564","6016",,,,,"2010","97","19","Průměrné čisté příjmy domácností","Domácnosti celkem",
"1433374056","141743","6016","220","14",,,"2011","97","19","Průměrné čisté příjmy domácností","Důchodci",
"1433374072","160343","6016","221","5",,,"2011","97","19","Průměrné čisté příjmy domácností","Samostatně činní",
"1433369455","83188","6016","221","4",,,"2011","97","19","Průměrné čisté příjmy domácností","Nezaměstnaní",
"1433371145","90185","6016","221","11",,,"2011","97","19","Průměrné čisté příjmy domácností","Ostatní domácnosti",
"1433378308","161212","6016","221","6",,,"2011","97","19","Průměrné čisté příjmy domácností","Zaměstnanci",
"1433378272","152567","6016",,,,,"2011","97","19","Průměrné čisté příjmy domácností","Domácnosti celkem",
"1433376048","162529","6016","221","6",,,"2012","97","19","Průměrné čisté příjmy domácností","Zaměstnanci",
"1433374057","144235","6016","220","14",,,"2012","97","19","Průměrné čisté příjmy domácností","Důchodci",
"1433374073","166070","6016","221","5",,,"2012","97","19","Průměrné čisté příjmy domácností","Samostatně činní",
"1433369456","75995","6016","221","4",,,"2012","97","19","Průměrné čisté příjmy domácností","Nezaměstnaní",
"1433371146","105798","6016","221","11",,,"2012","97","19","Průměrné čisté příjmy domácností","Ostatní domácnosti",
"1433378273","154962","6016",,,,,"2012","97","19","Průměrné čisté příjmy domácností","Domácnosti celkem",
"1433376049","168433","6016","221","6",,,"2013","97","19","Průměrné čisté příjmy domácností","Zaměstnanci",
"1433374058","145551","6016","220","14",,,"2013","97","19","Průměrné čisté příjmy domácností","Důchodci",
"1433374074","174048","6016","221","5",,,"2013","97","19","Průměrné čisté příjmy domácností","Samostatně činní",
"1433369457","77107","6016","221","4",,,"2013","97","19","Průměrné čisté příjmy domácností","Nezaměstnaní",
"1433371147","100506","6016","221","11",,,"2013","97","19","Průměrné čisté příjmy domácností","Ostatní domácnosti",
"1433378274","158678","6016",,,,,"2013","97","19","Průměrné čisté příjmy domácností","Domácnosti celkem",
"1433380979","284","6016","221","6","213","40","2014","97","19","Průměrné čisté příjmy domácností","Zaměstnanci","Daň z majetku"
"1433384962","457","6016","220","14","213","40","2014","97","19","Průměrné čisté příjmy domácností","Důchodci","Daň z majetku"
"1433368919","106182","6016","221","11",,,"2014","97","19","Průměrné čisté příjmy domácností","Ostatní domácnosti",
"1433376050","173875","6016","221","6",,,"2014","97","19","Průměrné čisté příjmy domácností","Zaměstnanci",
"1433384639","3231","6016",,,"214","16","2014","97","19","Průměrné čisté příjmy domácností","Domácnosti celkem","Vydané peněžní transfery do jiných domácností"
"1433380379","153","6016","221","4","213","40","2014","97","19","Průměrné čisté příjmy domácností","Nezaměstnaní","Daň z majetku"
"1433385527","3785","6016","220","14","214","16","2014","97","19","Průměrné čisté příjmy domácností","Důchodci","Vydané peněžní transfery do jiných domácností"
"1433389457","3873","6016","221","5","214","16","2014","97","19","Průměrné čisté příjmy domácností","Samostatně činní","Vydané peněžní transfery do jiných domácností"
"1433369458","78952","6016","221","4",,,"2014","97","19","Průměrné čisté příjmy domácností","Nezaměstnaní",
"1433374827","148674","6016","220","14",,,"2014","97","19","Průměrné čisté příjmy domácností","Důchodci",
"1433374838","175814","6016","221","5",,,"2014","97","19","Průměrné čisté příjmy domácností","Samostatně činní",
"1433381754","345","6016",,,"213","40","2014","97","19","Průměrné čisté příjmy domácností","Domácnosti celkem","Daň z majetku"
"1433389623","458","6016","221","5","213","40","2014","97","19","Průměrné čisté příjmy domácností","Samostatně činní","Daň z majetku"
"1433378275","163045","6016",,,,,"2014","97","19","Průměrné čisté příjmy domácností","Domácnosti celkem",
"1433382392","701","6016","221","11","214","16","2014","97","19","Průměrné čisté příjmy domácností","Ostatní domácnosti","Vydané peněžní transfery do jiných domácností"
"1433390890","3001","6016","221","6","214","16","2014","97","19","Průměrné čisté příjmy domácností","Zaměstnanci","Vydané peněžní transfery do jiných domácností"
"1433391124","197","6016","221","11","213","40","2014","97","19","Průměrné čisté příjmy domácností","Ostatní domácnosti","Daň z majetku"
"1433388716","1565","6016","221","4","214","16","2014","97","19","Průměrné čisté příjmy domácností","Nezaměstnaní","Vydané peněžní transfery do jiných domácností"
"1433384963","477","6016","220","14","213","40","2015","97","19","Průměrné čisté příjmy domácností","Důchodci","Daň z majetku"
"1433380997","458","6016","221","5","213","40","2015","97","19","Průměrné čisté příjmy domácností","Samostatně činní","Daň z majetku"
"1433381745","292","6016","221","6","213","40","2015","97","19","Průměrné čisté příjmy domácností","Zaměstnanci","Daň z majetku"
"1433368920","104865","6016","221","11",,,"2015","97","19","Průměrné čisté příjmy domácností","Ostatní domácnosti",
"1433376051","180697","6016","221","6",,,"2015","97","19","Průměrné čisté příjmy domácností","Zaměstnanci",
"1433381126","185","6016","221","4","213","40","2015","97","19","Průměrné čisté příjmy domácností","Nezaměstnaní","Daň z majetku"
"1433384640","3429","6016",,,"214","16","2015","97","19","Průměrné čisté příjmy domácností","Domácnosti celkem","Vydané peněžní transfery do jiných domácností"
"1433385528","3978","6016","220","14","214","16","2015","97","19","Průměrné čisté příjmy domácností","Důchodci","Vydané peněžní transfery do jiných domácností"
"1433389458","4119","6016","221","5","214","16","2015","97","19","Průměrné čisté příjmy domácností","Samostatně činní","Vydané peněžní transfery do jiných domácností"
"1433369459","81397","6016","221","4",,,"2015","97","19","Průměrné čisté příjmy domácností","Nezaměstnaní",
"1433374828","153288","6016","220","14",,,"2015","97","19","Průměrné čisté příjmy domácností","Důchodci",
"1433374839","189398","6016","221","5",,,"2015","97","19","Průměrné čisté příjmy domácností","Samostatně činní",
