order,category,category_reason,relevance_pro_ikz,relevance_rank,dataset_id,dataset_title,rodina_datasetu,hlavni_skupina,detailni_skupina,uzemni_uroven,zdroj_typ,status,source_kind,source_code,source_title,selected_file,selected_sheet,selected_format,row_count,column_count,time_columns,years_min,years_max,years_count,years_sample,years_source,has_target_years,target_years_present,target_years_missing,has_primary_key,primary_key_column,primary_key_kind,primary_key_note,start_catalog,end_catalog,periodicita_text,head_csv,tail_csv,metadata_json,page,error,territorial_scope,territorial_scope_label,territorial_rank,territorial_evidence,family_sort_key,variant_year
131,B,"obsahuje cílové roky (catalog), ale chybí primary key",volitelná / specializovaná,2,kz2024cns,Volby do zastupitelstev krajů 2024 - číselník navrhujících stran,Volby do zastupitelstev krajů 2024 - číselník navrhujících stran,Volby a občanská angažovanost,volební číselníky a pomocná data,kraj,volební data,OK_LKOD,LKOD,resource#2,{'cs': 'Číselník v CSV souboru'},ds_kz2024cns.csv,,csv,216.0,4.0,,,,0,,,True,"2023, 2024",,False,,,catalog_hints_non_obec,2024-09-20 00:00:00,2022-09-21 00:00:00,volební cyklus / průběžně v době voleb,previews\B_kz2024cns_Volby_do_zastupitelstev_kraju_2024_-_ciselnik_navrhujicich_s_head.csv,previews\B_kz2024cns_Volby_do_zastupitelstev_kraju_2024_-_ciselnik_navrhujicich_s_tail.csv,previews\B_kz2024cns_Volby_do_zastupitelstev_kraju_2024_-_ciselnik_navrhujicich_s_meta.json,https://www.volby.cz/opendata/kz2024/KZ2024ciselnikyPopis.htm,"encoding=utf-8-sig | časové sloupce detekovány z průběžného vzorku přes celý CSV soubor, ne jen z prvních řádků | head/tail zůstaly nefiltrované: nebyl nalezen spolehlivý řádkový časový sloupec",kraj,kraj,30,text hint: kraj,volbydozastupitelstevkrajuciselniknavrhujicichstran,2024
132,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_deti_stav_vzdelani_vek_matky,"Sčítání 2021 - Děti podle rodinného stavu, vzdělání a věku matky","Sčítání 2021 - Děti podle rodinného stavu, vzdělání a věku matky","Vzdělávání, domácnosti a digitální vybavenost",vzdělanost obyvatel,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,"{'cs': 'Děti podle rodinného stavu, vzdělání a věku matky'}",ds_sldb2021_deti_stav_vzdelani_vek_matky.csv,,csv,47120.0,18.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_deti_stav_vzdelani_vek_matky_Scitani_2021_-_Deti_podle_rodinneho_stavu_vzdelani_a_veku_ma_head.csv,previews\C_sldb2021_deti_stav_vzdelani_vek_matky_Scitani_2021_-_Deti_podle_rodinneho_stavu_vzdelani_a_veku_ma_tail.csv,previews\C_sldb2021_deti_stav_vzdelani_vek_matky_Scitani_2021_-_Deti_podle_rodinneho_stavu_vzdelani_a_veku_ma_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,kraj,kraj,30,"uzemi_cis/vuzemi_cis=97,100",scitanidetipodlerodinnehostavuvzdelaniavekumatky,2021
133,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_aktivita_vek1_pohlavi,"Sčítání 2021 - Obyvatelstvo podle ekonomické aktivity, jednoletých věkových skupin a pohlaví","Sčítání 2021 - Obyvatelstvo podle ekonomické aktivity, jednoletých věkových skupin a pohlaví","Práce, příjmy a ekonomika",věková a pohlavní struktura populace,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,"{'cs': 'Obyvatelstvo podle ekonomické aktivity, jednoletých věkových skupin a pohlaví'}",ds_sldb2021_aktivita_vek1_pohlavi.csv,,csv,96531.0,20.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_aktivita_vek1_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_ekonomicke_aktivity_jednol_head.csv,previews\C_sldb2021_aktivita_vek1_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_ekonomicke_aktivity_jednol_tail.csv,previews\C_sldb2021_aktivita_vek1_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_ekonomicke_aktivity_jednol_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,kraj,kraj,30,"uzemi_cis/vuzemi_cis=97,100",scitaniobyvatelstvopodleekonomickeaktivityjednoletychvekovychskupinapohlavi,2021
134,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_jazyk1_pohlavi,Sčítání 2021 - Obyvatelstvo podle mateřského jazyka a pohlaví (1 mateřský jazyk),Sčítání 2021 - Obyvatelstvo podle mateřského jazyka a pohlaví (1 mateřský jazyk),Demografie a populace,struktura populace a diverzita,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obyvatelstvo podle mateřského jazyka a pohlaví (1 mateřský jazyk)'},ds_sldb2021_jazyk1_pohlavi.csv,,csv,2691.0,15.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_jazyk1_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_materskeho_jazyka_a_pohlav_head.csv,previews\C_sldb2021_jazyk1_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_materskeho_jazyka_a_pohlav_tail.csv,previews\C_sldb2021_jazyk1_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_materskeho_jazyka_a_pohlav_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,kraj,kraj,30,"uzemi_cis/vuzemi_cis=97,100",scitaniobyvatelstvopodlematerskehojazykaapohlavi1materskyjazyk,2021
135,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_jazyk_pohlavi,Sčítání 2021 - Obyvatelstvo podle mateřského jazyka a pohlaví (1 nebo 2 mateřské jazyky),Sčítání 2021 - Obyvatelstvo podle mateřského jazyka a pohlaví (1 nebo 2 mateřské jazyky),Demografie a populace,struktura populace a diverzita,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obyvatelstvo podle mateřského jazyka a pohlaví'},ds_sldb2021_jazyk_pohlavi.csv,,csv,2645.0,15.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_jazyk_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_materskeho_jazyka_a_pohlav_head.csv,previews\C_sldb2021_jazyk_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_materskeho_jazyka_a_pohlav_tail.csv,previews\C_sldb2021_jazyk_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_materskeho_jazyka_a_pohlav_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,kraj,kraj,30,"uzemi_cis/vuzemi_cis=97,100",scitaniobyvatelstvopodlematerskehojazykaapohlavi1nebo2materskejazyky,2021
136,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_jazyk1_vek_pohlavi,"Sčítání 2021 - Obyvatelstvo podle mateřského jazyka, věku a pohlaví (1 mateřský jazyk)","Sčítání 2021 - Obyvatelstvo podle mateřského jazyka, věku a pohlaví (1 mateřský jazyk)",Demografie a populace,struktura populace a diverzita,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,"{'cs': 'Obyvatelstvo podle mateřského jazyka, věku a pohlaví (1 mateřský jazyk)'}",ds_sldb2021_jazyk1_vek_pohlavi.csv,,csv,36675.0,18.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_jazyk1_vek_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_materskeho_jazyka_veku_a_p_head.csv,previews\C_sldb2021_jazyk1_vek_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_materskeho_jazyka_veku_a_p_tail.csv,previews\C_sldb2021_jazyk1_vek_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_materskeho_jazyka_veku_a_p_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,kraj,kraj,30,"uzemi_cis/vuzemi_cis=97,100",scitaniobyvatelstvopodlematerskehojazykavekuapohlavi1materskyjazyk,2021
137,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_jazyk_vek_pohlavi,"Sčítání 2021 - Obyvatelstvo podle mateřského jazyka, věku a pohlaví (1 nebo 2 mateřské jazyky)","Sčítání 2021 - Obyvatelstvo podle mateřského jazyka, věku a pohlaví (1 nebo 2 mateřské jazyky)",Demografie a populace,struktura populace a diverzita,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,"{'cs': 'Obyvatelstvo podle mateřského jazyka, věku a pohlaví (1 nebo 2 mateřské jazyky)'}",ds_sldb2021_jazyk_vek_pohlavi.csv,,csv,34986.0,18.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_jazyk_vek_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_materskeho_jazyka_veku_a_p_head.csv,previews\C_sldb2021_jazyk_vek_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_materskeho_jazyka_veku_a_p_tail.csv,previews\C_sldb2021_jazyk_vek_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_materskeho_jazyka_veku_a_p_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,kraj,kraj,30,"uzemi_cis/vuzemi_cis=97,100",scitaniobyvatelstvopodlematerskehojazykavekuapohlavi1nebo2materskejazyky,2021
138,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_vira_pohlavi,Sčítání 2021 - Obyvatelstvo podle náboženské víry a pohlaví,Sčítání 2021 - Obyvatelstvo podle náboženské víry a pohlaví,Demografie a populace,struktura populace a diverzita,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obyvatelstvo podle náboženské víry a pohlaví'},ds_sldb2021_vira_pohlavi.csv,,csv,3611.0,15.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_vira_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_nabozenske_viry_a_pohlavi_head.csv,previews\C_sldb2021_vira_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_nabozenske_viry_a_pohlavi_tail.csv,previews\C_sldb2021_vira_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_nabozenske_viry_a_pohlavi_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,kraj,kraj,30,"uzemi_cis/vuzemi_cis=97,100",scitaniobyvatelstvopodlenabozenskeviryapohlavi,2021
139,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_vira_vek_pohlavi,"Sčítání 2021 - Obyvatelstvo podle náboženské víry, věku a pohlaví","Sčítání 2021 - Obyvatelstvo podle náboženské víry, věku a pohlaví",Demografie a populace,struktura populace a diverzita,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,"{'cs': 'Obyvatelstvo podle náboženské víry, věku a pohlaví'}",ds_sldb2021_vira_vek_pohlavi.csv,,csv,58890.0,19.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_vira_vek_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_nabozenske_viry_veku_a_poh_head.csv,previews\C_sldb2021_vira_vek_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_nabozenske_viry_veku_a_poh_tail.csv,previews\C_sldb2021_vira_vek_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_nabozenske_viry_veku_a_poh_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,kraj,kraj,30,"uzemi_cis/vuzemi_cis=97,100",scitaniobyvatelstvopodlenabozenskeviryvekuapohlavi,2021
140,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_narodnost_vek_pohlavi,"Sčítání 2021 - Obyvatelstvo podle národnosti, věku a pohlaví","Sčítání 2021 - Obyvatelstvo podle národnosti, věku a pohlaví",Demografie a populace,struktura populace a diverzita,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,"{'cs': 'Obyvatelstvo podle národnosti, věku a pohlaví'}",ds_sldb2021_narodnost_vek_pohlavi.csv,,csv,97263.0,18.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_narodnost_vek_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_narodnosti_veku_a_pohlavi_head.csv,previews\C_sldb2021_narodnost_vek_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_narodnosti_veku_a_pohlavi_tail.csv,previews\C_sldb2021_narodnost_vek_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_narodnosti_veku_a_pohlavi_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,kraj,kraj,30,"uzemi_cis/vuzemi_cis=97,100",scitaniobyvatelstvopodlenarodnostivekuapohlavi,2021
141,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_stav_pohlavi,Sčítání 2021 - Obyvatelstvo podle rodinného stavu a pohlaví,Sčítání 2021 - Obyvatelstvo podle rodinného stavu a pohlaví,Demografie a populace,rodinná struktura populace,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obyvatelstvo podle rodinného stavu a pohlaví'},ds_sldb2021_stav_pohlavi.csv,,csv,391.0,15.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_stav_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_rodinneho_stavu_a_pohlavi_head.csv,previews\C_sldb2021_stav_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_rodinneho_stavu_a_pohlavi_tail.csv,previews\C_sldb2021_stav_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_rodinneho_stavu_a_pohlavi_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,kraj,kraj,30,"uzemi_cis/vuzemi_cis=97,100",scitaniobyvatelstvopodlerodinnehostavuapohlavi,2021
142,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_stav_vek10_pohlavi,"Sčítání 2021 - Obyvatelstvo podle rodinného stavu, desetiletých věkových skupin a pohlaví","Sčítání 2021 - Obyvatelstvo podle rodinného stavu, desetiletých věkových skupin a pohlaví",Demografie a populace,rodinná struktura populace,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,"{'cs': 'Obyvatelstvo podle rodinného stavu, desetiletých věkových skupin a pohlaví'}",ds_sldb2021_stav_vek10_pohlavi.csv,,csv,6072.0,18.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_stav_vek10_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_rodinneho_stavu_desetilety_head.csv,previews\C_sldb2021_stav_vek10_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_rodinneho_stavu_desetilety_tail.csv,previews\C_sldb2021_stav_vek10_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_rodinneho_stavu_desetilety_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,kraj,kraj,30,"uzemi_cis/vuzemi_cis=97,100",scitaniobyvatelstvopodlerodinnehostavudesetiletychvekovychskupinapohlavi,2021
143,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_stav_vek1_pohlavi,"Sčítání 2021 - Obyvatelstvo podle rodinného stavu, jednoletých věkových skupin a pohlaví","Sčítání 2021 - Obyvatelstvo podle rodinného stavu, jednoletých věkových skupin a pohlaví",Demografie a populace,rodinná struktura populace,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,"{'cs': 'Obyvatelstvo podle rodinného stavu, jednoletých věkových skupin a pohlaví'}",ds_sldb2021_stav_vek1_pohlavi.csv,,csv,55752.0,18.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_stav_vek1_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_rodinneho_stavu_jednoletyc_head.csv,previews\C_sldb2021_stav_vek1_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_rodinneho_stavu_jednoletyc_tail.csv,previews\C_sldb2021_stav_vek1_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_rodinneho_stavu_jednoletyc_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,kraj,kraj,30,"uzemi_cis/vuzemi_cis=97,100",scitaniobyvatelstvopodlerodinnehostavujednoletychvekovychskupinapohlavi,2021
144,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_stav_vek5_pohlavi,"Sčítání 2021 - Obyvatelstvo podle rodinného stavu, pětiletých věkových skupin a pohlaví","Sčítání 2021 - Obyvatelstvo podle rodinného stavu, pětiletých věkových skupin a pohlaví",Demografie a populace,rodinná struktura populace,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,"{'cs': 'Obyvatelstvo podle rodinného stavu, pětiletých věkových skupin a pohlaví'}",ds_sldb2021_stav_vek5_pohlavi.csv,,csv,11592.0,18.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_stav_vek5_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_rodinneho_stavu_petiletych_head.csv,previews\C_sldb2021_stav_vek5_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_rodinneho_stavu_petiletych_tail.csv,previews\C_sldb2021_stav_vek5_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_rodinneho_stavu_petiletych_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,kraj,kraj,30,"uzemi_cis/vuzemi_cis=97,100",scitaniobyvatelstvopodlerodinnehostavupetiletychvekovychskupinapohlavi,2021
145,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_stav_velikostobce_pohlavi,"Sčítání 2021 - Obyvatelstvo podle rodinného stavu, velikostních skupin obcí a pohlaví","Sčítání 2021 - Obyvatelstvo podle rodinného stavu, velikostních skupin obcí a pohlaví",Demografie a populace,rodinná struktura populace,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,"{'cs': 'Obyvatelstvo podle rodinného stavu, velikostních skupin obcí a pohlaví'}",ds_sldb2021_stav_velikostobce_pohlavi.csv,,csv,5543.0,18.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (catalog_hints_obec, sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_stav_velikostobce_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_rodinneho_stavu_velikostni_head.csv,previews\C_sldb2021_stav_velikostobce_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_rodinneho_stavu_velikostni_tail.csv,previews\C_sldb2021_stav_velikostobce_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_rodinneho_stavu_velikostni_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,kraj,kraj,30,"uzemi_cis/vuzemi_cis=97,100",scitaniobyvatelstvopodlerodinnehostavuvelikostnichskupinobciapohlavi,2021
146,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_obcanstvi_pohlavi,Sčítání 2021 - Obyvatelstvo podle státního občanství a pohlaví,Sčítání 2021 - Obyvatelstvo podle státního občanství a pohlaví,Demografie a populace,struktura populace a diverzita,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obyvatelstvo podle státního občanství a pohlaví'},ds_sldb2021_obcanstvi_pohlavi.csv,,csv,8303.0,15.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_obcanstvi_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_statniho_obcanstvi_a_pohla_head.csv,previews\C_sldb2021_obcanstvi_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_statniho_obcanstvi_a_pohla_tail.csv,previews\C_sldb2021_obcanstvi_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_statniho_obcanstvi_a_pohla_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,kraj,kraj,30,"uzemi_cis/vuzemi_cis=97,100",scitaniobyvatelstvopodlestatnihoobcanstviapohlavi,2021
147,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_obcan_vek_pohlavi,"Sčítání 2021 - Obyvatelstvo podle státního občanství, věku a pohlaví","Sčítání 2021 - Obyvatelstvo podle státního občanství, věku a pohlaví",Demografie a populace,struktura populace a diverzita,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,"{'cs': 'Obyvatelstvo podle státního občanství, věku a pohlaví'}",ds_sldb2021_obcan_vek_pohlavi.csv,,csv,206058.0,18.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_obcan_vek_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_statniho_obcanstvi_veku_a_head.csv,previews\C_sldb2021_obcan_vek_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_statniho_obcanstvi_veku_a_tail.csv,previews\C_sldb2021_obcan_vek_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_statniho_obcanstvi_veku_a_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,kraj,kraj,30,"uzemi_cis/vuzemi_cis=97,100",scitaniobyvatelstvopodlestatnihoobcanstvivekuapohlavi,2021
