order,category,category_reason,relevance_pro_ikz,relevance_rank,dataset_id,dataset_title,rodina_datasetu,hlavni_skupina,detailni_skupina,uzemni_uroven,zdroj_typ,status,source_kind,source_code,source_title,selected_file,selected_sheet,selected_format,row_count,column_count,time_columns,years_min,years_max,years_count,years_sample,years_source,has_target_years,target_years_present,target_years_missing,has_primary_key,primary_key_column,primary_key_kind,primary_key_note,start_catalog,end_catalog,periodicita_text,head_csv,tail_csv,metadata_json,page,error,territorial_scope,territorial_scope_label,territorial_rank,territorial_evidence,family_sort_key,variant_year
33,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_byty_uzivani,Sčítání 2021 - Obydlené byty podle právního důvodu užívání bytu,Sčítání 2021 - Obydlené byty podle právního důvodu užívání bytu,Bydlení a technická infrastruktura,byty a kvalita bydlení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obydlené byty podle právního důvodu užívání bytu'},ds_sldb2021_byty_uzivani.csv,,csv,53793.0,12.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_byty_uzivani_Scitani_2021_-_Obydlene_byty_podle_pravniho_duvodu_uzivani_b_head.csv,previews\C_sldb2021_byty_uzivani_Scitani_2021_-_Obydlene_byty_podle_pravniho_duvodu_uzivani_b_tail.csv,previews\C_sldb2021_byty_uzivani_Scitani_2021_-_Obydlene_byty_podle_pravniho_duvodu_uzivani_b_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_cis/vuzemi_cis=43,101",scitaniobydlenebytypodlepravnihoduvoduuzivanibytu,2021
34,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_byty_vytapeni,Sčítání 2021 - Obydlené byty podle převažujícího způsobu vytápění,Sčítání 2021 - Obydlené byty podle převažujícího způsobu vytápění,Bydlení a technická infrastruktura,byty a kvalita bydlení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obydlené byty podle převažujícího způsobu vytápění'},ds_sldb2021_byty_vytapeni.csv,,csv,47069.0,13.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (catalog_hints_obec, sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_byty_vytapeni_Scitani_2021_-_Obydlene_byty_podle_prevazujiciho_zpusobu_vyt_head.csv,previews\C_sldb2021_byty_vytapeni_Scitani_2021_-_Obydlene_byty_podle_prevazujiciho_zpusobu_vyt_tail.csv,previews\C_sldb2021_byty_vytapeni_Scitani_2021_-_Obydlene_byty_podle_prevazujiciho_zpusobu_vyt_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitaniobydlenebytypodleprevazujicihozpusobuvytapeni,2021
35,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_byty_plyn,Sčítání 2021 - Obydlené byty podle připojení na plyn,Sčítání 2021 - Obydlené byty podle připojení na plyn,Bydlení a technická infrastruktura,byty a kvalita bydlení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obydlené byty podle připojení na plyn'},ds_sldb2021_byty_plyn.csv,,csv,40345.0,13.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_byty_plyn_Scitani_2021_-_Obydlene_byty_podle_pripojeni_na_plyn_head.csv,previews\C_sldb2021_byty_plyn_Scitani_2021_-_Obydlene_byty_podle_pripojeni_na_plyn_tail.csv,previews\C_sldb2021_byty_plyn_Scitani_2021_-_Obydlene_byty_podle_pripojeni_na_plyn_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitaniobydlenebytypodlepripojeninaplyn,2021
36,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_byty_vodovod,Sčítání 2021 - Obydlené byty podle připojení na vodovod,Sčítání 2021 - Obydlené byty podle připojení na vodovod,Bydlení a technická infrastruktura,byty a kvalita bydlení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obydlené byty podle připojení na vodovod'},ds_sldb2021_byty_vodovod.csv,,csv,47069.0,13.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_byty_vodovod_Scitani_2021_-_Obydlene_byty_podle_pripojeni_na_vodovod_head.csv,previews\C_sldb2021_byty_vodovod_Scitani_2021_-_Obydlene_byty_podle_pripojeni_na_vodovod_tail.csv,previews\C_sldb2021_byty_vodovod_Scitani_2021_-_Obydlene_byty_podle_pripojeni_na_vodovod_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitaniobydlenebytypodlepripojeninavodovod,2021
37,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_obybyty_vlastnik_druhdomu,Sčítání 2021 - Obydlené byty podle vlastníka a druhu domu,Sčítání 2021 - Obydlené byty podle vlastníka a druhu domu,Bydlení a technická infrastruktura,byty a kvalita bydlení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obydlené byty podle vlastníka a druhu domu'},ds_sldb2021_obybyty_vlastnik_druhdomu.csv,,csv,188272.0,16.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_obybyty_vlastnik_druhdomu_Scitani_2021_-_Obydlene_byty_podle_vlastnika_a_druhu_domu_head.csv,previews\C_sldb2021_obybyty_vlastnik_druhdomu_Scitani_2021_-_Obydlene_byty_podle_vlastnika_a_druhu_domu_tail.csv,previews\C_sldb2021_obybyty_vlastnik_druhdomu_Scitani_2021_-_Obydlene_byty_podle_vlastnika_a_druhu_domu_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitaniobydlenebytypodlevlastnikaadruhudomu,2021
38,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_obybyty_vytah_druhdomu,Sčítání 2021 - Obydlené byty podle vybavení domu výtahem a druhu domu,Sčítání 2021 - Obydlené byty podle vybavení domu výtahem a druhu domu,Bydlení a technická infrastruktura,byty a kvalita bydlení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obydlené byty podle vybavení domu výtahem a druhu domu'},ds_sldb2021_obybyty_vytah_druhdomu.csv,,csv,80688.0,16.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_obybyty_vytah_druhdomu_Scitani_2021_-_Obydlene_byty_podle_vybaveni_domu_vytahem_a_d_head.csv,previews\C_sldb2021_obybyty_vytah_druhdomu_Scitani_2021_-_Obydlene_byty_podle_vybaveni_domu_vytahem_a_d_tail.csv,previews\C_sldb2021_obybyty_vytah_druhdomu_Scitani_2021_-_Obydlene_byty_podle_vybaveni_domu_vytahem_a_d_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitaniobydlenebytypodlevybavenidomuvytahemadruhudomu,2021
39,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_byty_kuchyne,Sčítání 2021 - Obydlené byty podle vybavení kuchyní,Sčítání 2021 - Obydlené byty podle vybavení kuchyní,Bydlení a technická infrastruktura,byty a kvalita bydlení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obydlené byty podle vybavení kuchyní'},ds_sldb2021_byty_kuchyne.csv,,csv,33621.0,12.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_byty_kuchyne_Scitani_2021_-_Obydlene_byty_podle_vybaveni_kuchyni_head.csv,previews\C_sldb2021_byty_kuchyne_Scitani_2021_-_Obydlene_byty_podle_vybaveni_kuchyni_tail.csv,previews\C_sldb2021_byty_kuchyne_Scitani_2021_-_Obydlene_byty_podle_vybaveni_kuchyni_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_cis/vuzemi_cis=43,101",scitaniobydlenebytypodlevybavenikuchyni,2021
40,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_obybyty_odpad_druhdomu,Sčítání 2021 - Obydlené byty podle způsobu odvádění odpadních vod a druhu domu,Sčítání 2021 - Obydlené byty podle způsobu odvádění odpadních vod a druhu domu,Bydlení a technická infrastruktura,byty a kvalita bydlení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obydlené byty podle způsobu odvádění odpadních vod a druhu domu'},ds_sldb2021_obybyty_odpad_druhdomu.csv,,csv,134480.0,16.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_obybyty_odpad_druhdomu_Scitani_2021_-_Obydlene_byty_podle_zpusobu_odvadeni_odpadnic_head.csv,previews\C_sldb2021_obybyty_odpad_druhdomu_Scitani_2021_-_Obydlene_byty_podle_zpusobu_odvadeni_odpadnic_tail.csv,previews\C_sldb2021_obybyty_odpad_druhdomu_Scitani_2021_-_Obydlene_byty_podle_zpusobu_odvadeni_odpadnic_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitaniobydlenebytypodlezpusobuodvadeniodpadnichvodadruhudomu,2021
41,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_obydomy_druh_zdi,Sčítání 2021 - Obydlené domy podle materiálu nosných zdí a druhu domu,Sčítání 2021 - Obydlené domy podle materiálu nosných zdí a druhu domu,Bydlení a technická infrastruktura,domy a technické vybavení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obydlené domy podle materiálu nosných zdí a druhu domu'},ds_sldb2021_obydomy_druh_zdi.csv,,csv,134480.0,16.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_obydomy_druh_zdi_Scitani_2021_-_Obydlene_domy_podle_materialu_nosnych_zdi_a_d_head.csv,previews\C_sldb2021_obydomy_druh_zdi_Scitani_2021_-_Obydlene_domy_podle_materialu_nosnych_zdi_a_d_tail.csv,previews\C_sldb2021_obydomy_druh_zdi_Scitani_2021_-_Obydlene_domy_podle_materialu_nosnych_zdi_a_d_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitaniobydlenedomypodlematerialunosnychzdiadruhudomu,2021
42,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_obydomy_druh_odpad,Sčítání 2021 - Obydlené domy podle napojení na kanalizaci a druhu domu,Sčítání 2021 - Obydlené domy podle napojení na kanalizaci a druhu domu,Bydlení a technická infrastruktura,domy a technické vybavení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obydlené domy podle napojení na kanalizaci a druhu domu'},ds_sldb2021_obydomy_druh_odpad.csv,,csv,134480.0,16.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_obydomy_druh_odpad_Scitani_2021_-_Obydlene_domy_podle_napojeni_na_kanalizaci_a_head.csv,previews\C_sldb2021_obydomy_druh_odpad_Scitani_2021_-_Obydlene_domy_podle_napojeni_na_kanalizaci_a_tail.csv,previews\C_sldb2021_obydomy_druh_odpad_Scitani_2021_-_Obydlene_domy_podle_napojeni_na_kanalizaci_a_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitaniobydlenedomypodlenapojeninakanalizaciadruhudomu,2021
43,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_obydomy_druh_plyn,Sčítání 2021 - Obydlené domy podle napojení na plyn a druhu domu,Sčítání 2021 - Obydlené domy podle napojení na plyn a druhu domu,Bydlení a technická infrastruktura,domy a technické vybavení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obydlené domy podle napojení na plyn a druhu domu'},ds_sldb2021_obydomy_druh_plyn.csv,,csv,134480.0,16.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_obydomy_druh_plyn_Scitani_2021_-_Obydlene_domy_podle_napojeni_na_plyn_a_druhu_head.csv,previews\C_sldb2021_obydomy_druh_plyn_Scitani_2021_-_Obydlene_domy_podle_napojeni_na_plyn_a_druhu_tail.csv,previews\C_sldb2021_obydomy_druh_plyn_Scitani_2021_-_Obydlene_domy_podle_napojeni_na_plyn_a_druhu_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitaniobydlenedomypodlenapojeninaplynadruhudomu,2021
44,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_obydomy_druh_vodovod,Sčítání 2021 - Obydlené domy podle napojení na vodovod a druhu domu,Sčítání 2021 - Obydlené domy podle napojení na vodovod a druhu domu,Bydlení a technická infrastruktura,domy a technické vybavení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obydlené domy podle napojení na vodovod a druhu domu'},ds_sldb2021_obydomy_druh_vodovod.csv,,csv,161376.0,17.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_obydomy_druh_vodovod_Scitani_2021_-_Obydlene_domy_podle_napojeni_na_vodovod_a_dru_head.csv,previews\C_sldb2021_obydomy_druh_vodovod_Scitani_2021_-_Obydlene_domy_podle_napojeni_na_vodovod_a_dru_tail.csv,previews\C_sldb2021_obydomy_druh_vodovod_Scitani_2021_-_Obydlene_domy_podle_napojeni_na_vodovod_a_dru_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitaniobydlenedomypodlenapojeninavodovodadruhudomu,2021
45,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_obydomy_druh_byty,Sčítání 2021 - Obydlené domy podle počtu bytů v domě a druhu domu,Sčítání 2021 - Obydlené domy podle počtu bytů v domě a druhu domu,Bydlení a technická infrastruktura,domy a technické vybavení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obydlené domy podle počtu bytů v domě a druhu domu'},ds_sldb2021_obydomy_druh_byty.csv,,csv,181548.0,16.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_obydomy_druh_byty_Scitani_2021_-_Obydlene_domy_podle_poctu_bytu_v_dome_a_druhu_head.csv,previews\C_sldb2021_obydomy_druh_byty_Scitani_2021_-_Obydlene_domy_podle_poctu_bytu_v_dome_a_druhu_tail.csv,previews\C_sldb2021_obydomy_druh_byty_Scitani_2021_-_Obydlene_domy_podle_poctu_bytu_v_dome_a_druhu_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitaniobydlenedomypodlepoctubytuvdomeadruhudomu,2021
46,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_obydomy_podlazi_druh,Sčítání 2021 - Obydlené domy podle počtu nadzemních podlaží a druhu domu,Sčítání 2021 - Obydlené domy podle počtu nadzemních podlaží a druhu domu,Bydlení a technická infrastruktura,domy a technické vybavení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obydlené domy podle počtu nadzemních podlaží a druhu domu'},ds_sldb2021_obydomy_podlazi_druh.csv,,csv,269000.0,16.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_obydomy_podlazi_druh_Scitani_2021_-_Obydlene_domy_podle_poctu_nadzemnich_podlazi_head.csv,previews\C_sldb2021_obydomy_podlazi_druh_Scitani_2021_-_Obydlene_domy_podle_poctu_nadzemnich_podlazi_tail.csv,previews\C_sldb2021_obydomy_podlazi_druh_Scitani_2021_-_Obydlene_domy_podle_poctu_nadzemnich_podlazi_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitaniobydlenedomypodlepoctunadzemnichpodlaziadruhudomu,2021
47,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_obydomy_druh_vlastnik,Sčítání 2021 - Obydlené domy podle vlastnictví a druhu domu,Sčítání 2021 - Obydlené domy podle vlastnictví a druhu domu,Bydlení a technická infrastruktura,domy a technické vybavení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obydlené domy podle vlastnictví a druhu domu'},ds_sldb2021_obydomy_druh_vlastnik.csv,,csv,188300.0,16.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_obydomy_druh_vlastnik_Scitani_2021_-_Obydlene_domy_podle_vlastnictvi_a_druhu_domu_head.csv,previews\C_sldb2021_obydomy_druh_vlastnik_Scitani_2021_-_Obydlene_domy_podle_vlastnictvi_a_druhu_domu_tail.csv,previews\C_sldb2021_obydomy_druh_vlastnik_Scitani_2021_-_Obydlene_domy_podle_vlastnictvi_a_druhu_domu_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitaniobydlenedomypodlevlastnictviadruhudomu,2021
48,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_obydomy_druh_vytah,Sčítání 2021 - Obydlené domy podle vybavení výtahem a druhu domu,Sčítání 2021 - Obydlené domy podle vybavení výtahem a druhu domu,Bydlení a technická infrastruktura,domy a technické vybavení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obydlené domy podle vybavení výtahem a druhu domu'},ds_sldb2021_obydomy_druh_vytah.csv,,csv,80688.0,16.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_obydomy_druh_vytah_Scitani_2021_-_Obydlene_domy_podle_vybaveni_vytahem_a_druhu_head.csv,previews\C_sldb2021_obydomy_druh_vytah_Scitani_2021_-_Obydlene_domy_podle_vybaveni_vytahem_a_druhu_tail.csv,previews\C_sldb2021_obydomy_druh_vytah_Scitani_2021_-_Obydlene_domy_podle_vybaveni_vytahem_a_druhu_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitaniobydlenedomypodlevybavenivytahemadruhudomu,2021
49,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_obydomy_druh_vytapeni,Sčítání 2021 - Obydlené domy způsobu vytápění a druhu domu,Sčítání 2021 - Obydlené domy způsobu vytápění a druhu domu,Bydlení a technická infrastruktura,domy a technické vybavení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obydlené domy způsobu vytápění a druhu domu'},ds_sldb2021_obydomy_druh_vytapeni.csv,,csv,107584.0,16.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_obydomy_druh_vytapeni_Scitani_2021_-_Obydlene_domy_zpusobu_vytapeni_a_druhu_domu_head.csv,previews\C_sldb2021_obydomy_druh_vytapeni_Scitani_2021_-_Obydlene_domy_zpusobu_vytapeni_a_druhu_domu_tail.csv,previews\C_sldb2021_obydomy_druh_vytapeni_Scitani_2021_-_Obydlene_domy_zpusobu_vytapeni_a_druhu_domu_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitaniobydlenedomyzpusobuvytapeniadruhudomu,2021
